image_id,label,n_labels,ground-truth
0f0d796b03a6c168,Human_Face,4,"{'annotations': [{'class_id': 0, 'height': 105.06536099999997, 'width': 85.75999999999999, 'left': 365.44, 'top': 210.770181}, {'class_id': 0, 'height': 110.83002600000003, 'width': 83.20000000000005, 'left': 577.28, 'top': 186.42647399999998}, {'class_id': 0, 'height': 73.03248300000001, 'width': 14.080000000000041, 'left': 876.16, 'top': 130.69071}, {'class_id': 0, 'height': 56.37590399999999, 'width': 44.15999999999997, 'left': 922.24, 'top': 156.95688}], 'image_size': {'height': 681, 'width': 1024}}"
547146afae0995c3,Human_Face,4,"{'annotations': [{'class_id': 0, 'height': 127.359744, 'width': 99.20000000000002, 'left': 74.88, 'top': 208.640256}, {'class_id': 0, 'height': 87.03974399999998, 'width': 80.64000000000004, 'left': 331.52, 'top': 280.32}, {'class_id': 0, 'height': 113.91974400000004, 'width': 100.48000000000002, 'left': 606.72, 'top': 165.12}, {'class_id': 0, 'height': 108.799488, 'width': 85.75999999999999, 'left': 901.76, 'top': 327.680256}], 'image_size': {'height': 768, 'width': 1024}}"
0dca5b355ee0cce2,Human_Face,4,"{'annotations': [{'class_id': 0, 'height': 183.76659999999998, 'width': 148.47999999999996, 'left': 188.8, 'top': 208.09768000000003}, {'class_id': 0, 'height': 39.69840000000005, 'width': 24.95999999999998, 'left': 255.36, 'top': 399.54828}, {'class_id': 0, 'height': 201.69480000000001, 'width': 162.56, 'left': 397.44, 'top': 117.81544}, {'class_id': 0, 'height': 191.45060000000004, 'width': 186.24, 'left': 760.96, 'top': 202.97524}], 'image_size': {'height': 680, 'width': 1024}}"
19a7f16edb7d579b,Human_Face,4,"{'annotations': [{'class_id': 0, 'height': 140.03344099999998, 'width': 76.754944, 'left': 135.4496, 'top': 213.21142700000001}, {'class_id': 0, 'height': 241.21784199999996, 'width': 132.74112000000002, 'left': 336.818176, 'top': 131.90232600000002}, {'class_id': 0, 'height': 206.88753000000003, 'width': 161.636352, 'left': 747.682816, 'top': 170.75}, {'class_id': 0, 'height': 236.701163, 'width': 26.186751999999956, 'left': 996.9100800000001, 'top': 278.258981}], 'image_size': {'height': 683, 'width': 1024}}"
35be357838ecbdb1,Human_Face,4,"{'annotations': [{'class_id': 0, 'height': 117.89126399999998, 'width': 97.28, 'left': 141.44, 'top': 165.30375800000002}, {'class_id': 0, 'height': 124.29848700000002, 'width': 73.60000000000002, 'left': 317.44, 'top': 213.998243}, {'class_id': 0, 'height': 121.73587100000003, 'width': 94.72000000000003, 'left': 537.6, 'top': 261.410737}, {'class_id': 0, 'height': 147.36407999999997, 'width': 101.12, 'left': 650.24, 'top': 229.375305}], 'image_size': {'height': 683, 'width': 1024}}"
165343ad37228c59,Human_Face,4,"{'annotations': [{'class_id': 0, 'height': 131.200512, 'width': 112.80076800000003, 'left': 176.799744, 'top': 150.399744}, {'class_id': 0, 'height': 161.59948799999998, 'width': 119.19974399999995, 'left': 465.60051200000004, 'top': 200.000256}, {'class_id': 0, 'height': 141.59999999999997, 'width': 120.00051199999996, 'left': 637.599744, 'top': 294.399744}, {'class_id': 0, 'height': 155.199744, 'width': 126.40051200000016, 'left': 864.7997439999999, 'top': 194.39999999999998}], 'image_size': {'height': 768, 'width': 1024}}"
f773eddbc854b49c,Human_Face,4,"{'annotations': [{'class_id': 0, 'height': 88.32910800000002, 'width': 63.360000000000014, 'left': 234.24, 'top': 154.255644}, {'class_id': 0, 'height': 85.12851599999996, 'width': 58.24000000000001, 'left': 411.52, 'top': 186.89901}, {'class_id': 0, 'height': 86.40890999999999, 'width': 62.079999999999984, 'left': 476.16, 'top': 165.13702800000002}, {'class_id': 0, 'height': 94.72950600000001, 'width': 88.96000000000004, 'left': 615.68, 'top': 111.37148400000001}], 'image_size': {'height': 786, 'width': 1024}}"
b2ac10e3fcc4fc29,Human_Face,4,"{'annotations': [{'class_id': 0, 'height': 56.97536400000001, 'width': 48.00000000000001, 'left': 53.12, 'top': 186.288516}, {'class_id': 0, 'height': 64.656576, 'width': 43.520000000000095, 'left': 545.92, 'top': 49.93308}, {'class_id': 0, 'height': 52.49368800000002, 'width': 35.84000000000003, 'left': 752.0, 'top': 339.928668}, {'class_id': 0, 'height': 67.85733599999998, 'width': 60.15999999999997, 'left': 921.6, 'top': 374.4981}], 'image_size': {'height': 612, 'width': 1024}}"
dbaab05cba6f8cc8,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 60.0, 'width': 58.399744, 'left': 45.599744, 'top': 236.79974399999998}, {'class_id': 0, 'height': 145.60051199999998, 'width': 142.39948800000008, 'left': 300.000256, 'top': 263.199744}, {'class_id': 0, 'height': 157.60051199999998, 'width': 153.60000000000002, 'left': 634.399744, 'top': 251.199744}, {'class_id': 0, 'height': 56.79974399999999, 'width': 31.999999999999886, 'left': 814.400512, 'top': 118.400256}, {'class_id': 0, 'height': 56.799744000000004, 'width': 40.80025599999988, 'left': 917.6002560000001, 'top': 134.39999999999998}], 'image_size': {'height': 768, 'width': 1024}}"
fcb8e70be771e7c2,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 136.00051200000001, 'width': 93.599744, 'left': 0.0, 'top': 186.399744}, {'class_id': 0, 'height': 157.599744, 'width': 112.00000000000006, 'left': 381.599744, 'top': 168.0}, {'class_id': 0, 'height': 91.99948799999999, 'width': 58.399744000000055, 'left': 557.599744, 'top': 202.400256}, {'class_id': 0, 'height': 398.4, 'width': 373.60025600000006, 'left': 640.0, 'top': 153.60000000000002}, {'class_id': 0, 'height': 156.0, 'width': 128.0, 'left': 848.0, 'top': 29.600256}], 'image_size': {'height': 768, 'width': 1024}}"
c87e7f387b9b23ee,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 55.68, 'width': 37.120000000000005, 'left': 377.6, 'top': 42.24}, {'class_id': 0, 'height': 200.95948799999996, 'width': 153.59999999999997, 'left': 407.04, 'top': 277.760256}, {'class_id': 0, 'height': 62.079744000000005, 'width': 40.960000000000036, 'left': 435.84, 'top': 67.19999999999999}, {'class_id': 0, 'height': 70.39948799999999, 'width': 44.80000000000007, 'left': 657.28, 'top': 106.880256}, {'class_id': 0, 'height': 65.920512, 'width': 48.0, 'left': 931.84, 'top': 58.239744}], 'image_size': {'height': 768, 'width': 1024}}"
04d5d8c06898bc14,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 116.60995599999998, 'width': 94.72, 'left': 48.0, 'top': 211.434944}, {'class_id': 0, 'height': 114.04665700000007, 'width': 83.84000000000003, 'left': 256.64, 'top': 233.86056599999998}, {'class_id': 0, 'height': 130.06437300000005, 'width': 111.36000000000007, 'left': 510.08, 'top': 221.686774}, {'class_id': 0, 'height': 121.09521699999996, 'width': 112.0, 'left': 757.76, 'top': 225.530698}, {'class_id': 0, 'height': 146.722743, 'width': 102.39999999999998, 'left': 877.44, 'top': 78.80795499999999}], 'image_size': {'height': 683, 'width': 1024}}"
369d0bd5c3c20416,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 56.960256000000015, 'width': 40.98560000000002, 'left': 119.114752, 'top': 349.44}, {'class_id': 0, 'height': 49.279488000000015, 'width': 24.975359999999966, 'left': 258.081792, 'top': 385.280256}, {'class_id': 0, 'height': 49.280256000000065, 'width': 32.019455999999934, 'left': 456.605696, 'top': 380.799744}, {'class_id': 0, 'height': 69.12, 'width': 35.862527999999884, 'left': 603.256832, 'top': 373.119744}, {'class_id': 0, 'height': 48.640512, 'width': 38.4235520000002, 'left': 881.1909119999999, 'top': 302.079744}], 'image_size': {'height': 768, 'width': 1024}}"
7641d0f7a0b2acd0,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 125.00044799999995, 'width': 86.00064000000009, 'left': 348.99967999999996, 'top': 317.999616}, {'class_id': 0, 'height': 105.00019199999997, 'width': 72.99993599999988, 'left': 451.00032000000004, 'top': 220.99968}, {'class_id': 0, 'height': 129.00019200000008, 'width': 110.99955200000005, 'left': 458.000384, 'top': 387.99974399999996}, {'class_id': 0, 'height': 99.99974400000002, 'width': 84.000768, 'left': 524.99968, 'top': 334.000128}, {'class_id': 0, 'height': 85.99987200000004, 'width': 83.00031999999987, 'left': 568.999936, 'top': 306.000384}], 'image_size': {'height': 768, 'width': 1024}}"
f57b412a5eb2a39e,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 44.42697000000004, 'width': 56.37324799999999, 'left': 325.63712000000004, 'top': 169.086617}, {'class_id': 0, 'height': 116.03974199999999, 'width': 80.91136000000006, 'left': 428.43545599999993, 'top': 484.05298899999997}, {'class_id': 0, 'height': 73.60292100000001, 'width': 65.65785599999998, 'left': 496.08294400000005, 'top': 167.76053}, {'class_id': 0, 'height': 47.079144000000014, 'width': 41.11872000000005, 'left': 575.005696, 'top': 74.929008}, {'class_id': 0, 'height': 68.29789400000001, 'width': 64.33177599999999, 'left': 677.803008, 'top': 154.498981}], 'image_size': {'height': 679, 'width': 1024}}"
36e564be8e52d30e,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 40.974673999999936, 'width': 31.360000000000014, 'left': 413.44, 'top': 311.153492}, {'class_id': 0, 'height': 49.937836000000004, 'width': 34.56, 'left': 465.92, 'top': 316.275518}, {'class_id': 0, 'height': 64.66346899999996, 'width': 53.120000000000005, 'left': 616.32, 'top': 291.3066}, {'class_id': 0, 'height': 64.66346899999996, 'width': 34.559999999999945, 'left': 777.6, 'top': 290.02571}, {'class_id': 0, 'height': 40.97467399999999, 'width': 12.799999999999955, 'left': 915.2, 'top': 321.397544}], 'image_size': {'height': 767, 'width': 1024}}"
a692807c0cc0e7d7,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 140.956857, 'width': 114.55999999999997, 'left': 206.08, 'top': 216.560859}, {'class_id': 0, 'height': 98.66959500000002, 'width': 72.31999999999994, 'left': 522.24, 'top': 124.939141}, {'class_id': 0, 'height': 61.50824800000001, 'width': 41.59999999999991, 'left': 664.32, 'top': 155.05261099999998}, {'class_id': 0, 'height': 48.693802000000005, 'width': 51.19999999999993, 'left': 776.96, 'top': 64.071547}, {'class_id': 0, 'height': 73.68204, 'width': 65.91999999999996, 'left': 804.48, 'top': 128.783065}], 'image_size': {'height': 683, 'width': 1024}}"
658c6a1174d29c31,Human_Face,5,"{'annotations': [{'class_id': 0, 'height': 231.50129799999996, 'width': 166.53004800000002, 'left': 99.277824, 'top': 266.746875}, {'class_id': 0, 'height': 116.15129799999994, 'width': 106.482688, 'left': 397.91104, 'top': 370.08125}, {'class_id': 0, 'height': 105.73749999999995, 'width': 77.66016000000002, 'left': 610.076672, 'top': 307.6}, {'class_id': 0, 'height': 185.84115400000002, 'width': 168.13158399999986, 'left': 735.77472, 'top': 226.69504799999999}, {'class_id': 0, 'height': 88.114327, 'width': 46.43635199999994, 'left': 976.7628800000001, 'top': 368.479423}], 'image_size': {'height': 769, 'width': 1024}}"
5ac35b2823dadeda,Human_Face,6,"{'annotations': [{'class_id': 0, 'height': 108.5, 'width': 41.974784, 'left': 202.001408, 'top': 338.625}, {'class_id': 0, 'height': 147.0, 'width': 111.93139200000002, 'left': 370.774016, 'top': 95.375}, {'class_id': 0, 'height': 78.74999999999994, 'width': 71.70662400000003, 'left': 537.796608, 'top': 360.5}, {'class_id': 0, 'height': 90.125, 'width': 71.7056, 'left': 638.3605759999999, 'top': 182.875}, {'class_id': 0, 'height': 91.875, 'width': 58.589184000000046, 'left': 790.51776, 'top': 218.75}, {'class_id': 0, 'height': 76.99999999999994, 'width': 57.71468800000014, 'left': 838.612992, 'top': 406.0}], 'image_size': {'height': 700, 'width': 1024}}"
19b9f38d1aa98fa2,Human_Face,6,"{'annotations': [{'class_id': 0, 'height': 81.28484099999999, 'width': 66.56, 'left': 324.48, 'top': 101.76591599999999}, {'class_id': 0, 'height': 112.64693399999996, 'width': 83.83999999999997, 'left': 401.92, 'top': 172.809879}, {'class_id': 0, 'height': 89.605299, 'width': 73.60000000000002, 'left': 505.6, 'top': 294.417411}, {'class_id': 0, 'height': 87.04542000000004, 'width': 64.63999999999999, 'left': 519.04, 'top': 144.648486}, {'class_id': 0, 'height': 69.76436400000003, 'width': 62.72000000000003, 'left': 631.68, 'top': 183.05075699999998}, {'class_id': 0, 'height': 85.76445899999999, 'width': 63.360000000000014, 'left': 732.16, 'top': 138.248448}], 'image_size': {'height': 681, 'width': 1024}}"
49139ef5dc92b6ca,Human_Face,6,"{'annotations': [{'class_id': 0, 'height': 122.88, 'width': 102.4, 'left': 230.4, 'top': 405.75974399999996}, {'class_id': 0, 'height': 62.720256000000006, 'width': 35.839999999999975, 'left': 325.12, 'top': 190.07999999999998}, {'class_id': 0, 'height': 75.51974399999995, 'width': 72.95999999999998, 'left': 408.32, 'top': 403.20000000000005}, {'class_id': 0, 'height': 125.43974400000002, 'width': 88.96000000000004, 'left': 593.28, 'top': 395.52}, {'class_id': 0, 'height': 122.88, 'width': 87.03999999999996, 'left': 840.96, 'top': 392.96025599999996}, {'class_id': 0, 'height': 42.24000000000001, 'width': 33.27999999999997, 'left': 929.28, 'top': 357.12}], 'image_size': {'height': 768, 'width': 1024}}"
4f2f21cd2fc4983b,Human_Face,6,"{'annotations': [{'class_id': 0, 'height': 60.12176500000001, 'width': 46.08, 'left': 34.56, 'top': 239.8459}, {'class_id': 0, 'height': 35.177490000000034, 'width': 23.039999999999992, 'left': 106.88, 'top': 326.19014999999996}, {'class_id': 0, 'height': 59.481975000000034, 'width': 42.23999999999998, 'left': 222.08, 'top': 278.86076}, {'class_id': 0, 'height': 42.85291500000005, 'width': 21.75999999999999, 'left': 343.04, 'top': 293.57113499999997}, {'class_id': 0, 'height': 78.66950999999997, 'width': 58.879999999999995, 'left': 485.76, 'top': 189.95803500000002}, {'class_id': 0, 'height': 31.339435000000037, 'width': 38.39999999999998, 'left': 547.2, 'top': 450.27105}], 'image_size': {'height': 685, 'width': 1024}}"
d5c1fe3d8a18fc55,Human_Face,6,"{'annotations': [{'class_id': 0, 'height': 227.453343, 'width': 99.2, 'left': 0.0, 'top': 151.84865800000003}, {'class_id': 0, 'height': 124.93914099999998, 'width': 81.28000000000002, 'left': 110.08, 'top': 225.530698}, {'class_id': 0, 'height': 106.358126, 'width': 69.12, 'left': 182.4, 'top': 219.124158}, {'class_id': 0, 'height': 155.05261100000004, 'width': 67.19999999999999, 'left': 384.0, 'top': 251.800244}, {'class_id': 0, 'height': 116.60995600000007, 'width': 93.44000000000005, 'left': 443.52, 'top': 303.697999}, {'class_id': 0, 'height': 78.80795500000005, 'width': 68.4799999999999, 'left': 781.44, 'top': 358.15836999999993}], 'image_size': {'height': 683, 'width': 1024}}"
de43507269eb9263,Human_Face,6,"{'annotations': [{'class_id': 0, 'height': 111.34671800000001, 'width': 92.16, 'left': 252.16, 'top': 71.671908}, {'class_id': 0, 'height': 104.94771000000006, 'width': 71.68, 'left': 309.76, 'top': 165.100992}, {'class_id': 0, 'height': 80.63106800000006, 'width': 65.28000000000003, 'left': 471.04, 'top': 189.417634}, {'class_id': 0, 'height': 71.671908, 'width': 66.56000000000006, 'left': 597.76, 'top': 177.899008}, {'class_id': 0, 'height': 95.989236, 'width': 74.24000000000001, 'left': 732.16, 'top': 147.182672}, {'class_id': 0, 'height': 106.22778599999998, 'width': 103.68000000000006, 'left': 779.52, 'top': 107.50717600000002}], 'image_size': {'height': 686, 'width': 1024}}"
3956fb230371e7aa,Human_Face,6,"{'annotations': [{'class_id': 0, 'height': 281.75663999999995, 'width': 193.40083199999998, 'left': 167.784448, 'top': 126.15081999999998}, {'class_id': 0, 'height': 110.78176000000008, 'width': 98.62144, 'left': 386.801664, 'top': 313.1346}, {'class_id': 0, 'height': 94.13216, 'width': 96.059392, 'left': 436.75340800000004, 'top': 223.48476}, {'class_id': 0, 'height': 185.7041000000001, 'width': 135.7649919999999, 'left': 668.577792, 'top': 353.4772}, {'class_id': 0, 'height': 146.00134000000008, 'width': 89.01529600000003, 'left': 777.4464, 'top': 316.33637999999996}, {'class_id': 0, 'height': 289.4416, 'width': 121.67679999999996, 'left': 901.6832, 'top': 121.66763999999999}], 'image_size': {'height': 860, 'width': 1024}}"
98b3bacbd90c8c0e,Human_Face,6,"{'annotations': [{'class_id': 0, 'height': 108.80609400000003, 'width': 72.32, 'left': 216.32, 'top': 204.812112}, {'class_id': 0, 'height': 90.24475799999999, 'width': 71.03999999999996, 'left': 300.16, 'top': 227.21360699999997}, {'class_id': 0, 'height': 92.16585899999995, 'width': 67.19999999999999, 'left': 440.32, 'top': 152.32880400000002}, {'class_id': 0, 'height': 94.72573799999995, 'width': 64.63999999999999, 'left': 561.28, 'top': 187.531056}, {'class_id': 0, 'height': 97.92575699999998, 'width': 61.43999999999994, 'left': 712.32, 'top': 168.32958000000002}, {'class_id': 0, 'height': 106.246215, 'width': 77.43999999999994, 'left': 771.2, 'top': 204.812112}], 'image_size': {'height': 681, 'width': 1024}}"
